# Program:featureCounts v1.6.4; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-a" "consensus_peaks.mRp.clN.saf" "-o" "consensus_peaks.mRp.clN.featureCounts.txt" "Tscm_R1.mLb.clN.sorted.bam" "Tscm_R3.mLb.clN.sorted.bam" "Tsem_R2.mLb.clN.sorted.bam" "Tsem_R1.mLb.clN.sorted.bam" "Tscm_R2.mLb.clN.sorted.bam" "Tsem_R3.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	Tscm_R1.mLb.clN.sorted.bam	Tscm_R3.mLb.clN.sorted.bam	Tsem_R2.mLb.clN.sorted.bam	Tsem_R1.mLb.clN.sorted.bam	Tscm_R2.mLb.clN.sorted.bam	Tsem_R3.mLb.clN.sorted.bam
Interval_23228	chr2	28681115	28681635	+	521	24	27	12	35	19	22
Interval_23229	chr2	28751168	28752217	+	1050	190	251	175	269	233	241
Interval_23230	chr2	28810270	28811030	+	761	54	100	47	76	70	78
Interval_23231	chr2	28821400	28821711	+	312	3	8	4	3	12	9
Interval_23232	chr2	28870006	28870861	+	856	83	150	78	104	110	139
Interval_23233	chr2	28894233	28894926	+	694	89	168	92	105	108	143
Interval_23234	chr2	28956428	28956734	+	307	5	24	4	5	5	13
Interval_23235	chr2	28958584	28958972	+	389	9	14	7	9	10	12
Interval_23236	chr2	28972940	28973199	+	260	2	6	5	3	10	6
Interval_23237	chr2	29000415	29000936	+	522	14	55	19	19	50	38
Interval_23238	chr2	29001824	29002198	+	375	5	25	18	16	21	31
Interval_23239	chr2	29009969	29010251	+	283	13	37	33	21	63	48
Interval_23240	chr2	29010951	29012076	+	1126	79	319	274	225	339	350
Interval_23241	chr2	29014773	29015398	+	626	75	182	110	119	159	180
Interval_23242	chr2	29115029	29115495	+	467	16	20	11	31	30	33
Interval_23243	chr2	29116065	29116765	+	701	33	99	82	62	119	84
Interval_23244	chr2	29189140	29189455	+	316	8	2	13	9	21	1
Interval_23245	chr2	29196823	29197234	+	412	7	16	7	4	16	18
Interval_23246	chr2	29314855	29315513	+	659	8	41	22	15	44	22
Interval_23247	chr2	30072309	30072592	+	284	1	10	3	3	8	8
Interval_23248	chr2	30090845	30091243	+	399	5	17	8	2	13	11
Interval_23249	chr2	30139107	30139535	+	429	30	36	14	25	35	22
Interval_23250	chr2	30146177	30147191	+	1015	444	700	476	516	566	593
Interval_23251	chr2	30147636	30147891	+	256	44	65	33	44	47	60
Interval_23252	chr2	30164941	30165426	+	486	35	86	24	55	43	57
Interval_23253	chr2	30209255	30209567	+	313	2	11	4	2	15	5
Interval_23254	chr2	30223527	30223775	+	249	0	12	4	5	10	9
Interval_23255	chr2	30225112	30225550	+	439	9	33	18	18	29	39
Interval_23256	chr2	30231258	30231764	+	507	61	116	58	86	101	119
Interval_23257	chr2	30231857	30232677	+	821	134	264	156	217	189	218
Interval_23258	chr2	30232725	30233032	+	308	26	45	20	35	46	69
Interval_23259	chr2	30235390	30235630	+	241	22	55	21	34	41	38
Interval_23260	chr2	30239293	30239606	+	314	7	26	10	6	19	20
Interval_23261	chr2	30252919	30253324	+	406	7	15	10	12	13	13
Interval_23262	chr2	30266124	30266736	+	613	34	106	60	72	86	107
Interval_23263	chr2	30315604	30316138	+	535	12	53	24	29	41	60
Interval_23264	chr2	30325693	30326405	+	713	9	27	20	32	7	65
Interval_23265	chr2	30333276	30333528	+	253	3	8	15	9	9	21
Interval_23266	chr2	30337009	30337824	+	816	14	61	40	30	58	61
Interval_23267	chr2	30366254	30366659	+	406	8	25	5	1	11	7
Interval_23268	chr2	30421501	30421713	+	213	6	15	5	5	13	12
Interval_23269	chr2	30422190	30422854	+	665	50	127	58	76	84	86
Interval_23270	chr2	30446984	30448188	+	1205	88	144	58	124	77	112
Interval_23271	chr2	30503306	30503829	+	524	5	20	15	13	12	15
Interval_23272	chr2	30631065	30631265	+	201	5	8	0	2	0	2
Interval_23273	chr2	30706970	30707358	+	389	9	25	7	10	20	14
Interval_23274	chr2	30711604	30712028	+	425	22	49	16	24	45	46
Interval_23275	chr2	30713864	30714416	+	553	22	25	8	20	21	20
Interval_23276	chr2	31233854	31234364	+	511	20	30	19	21	32	25
Interval_23277	chr2	31333689	31333934	+	246	2	10	1	2	4	18
Interval_23278	chr2	31430087	31430561	+	475	6	18	2	4	9	8
Interval_23279	chr2	31980765	31981299	+	535	10	28	17	11	21	28
Interval_23280	chr2	31998714	31999084	+	371	2	9	13	5	8	16
Interval_23281	chr2	32010391	32010591	+	201	9	16	12	17	15	10
Interval_23282	chr2	32010732	32011394	+	663	80	148	85	93	135	115
Interval_23283	chr2	32039498	32040210	+	713	25	73	44	38	62	58
Interval_23284	chr2	32063258	32064109	+	852	127	190	122	191	171	164
Interval_23285	chr2	32165474	32166106	+	633	62	103	67	88	90	79
Interval_23286	chr2	32277677	32278414	+	738	51	77	26	62	58	70
Interval_23287	chr2	32356810	32357903	+	1094	61	86	46	106	70	86
Interval_23288	chr2	32572735	32573061	+	327	5	15	8	5	7	13
Interval_23289	chr2	32592058	32592453	+	396	7	15	6	4	16	12
Interval_23290	chr2	32627624	32628353	+	730	79	159	83	98	123	140
Interval_23291	chr2	32916386	32916703	+	318	3	7	4	7	6	8
Interval_23292	chr2	32946393	32946907	+	515	4	15	6	12	13	10
Interval_23293	chr2	33275705	33276121	+	417	5	52	15	19	27	34
Interval_23294	chr2	33343466	33343686	+	221	2	8	1	2	5	3
Interval_23295	chr2	33475570	33476673	+	1104	51	170	55	60	87	103
Interval_23296	chr2	33497238	33497536	+	299	9	13	3	3	4	6
Interval_23297	chr2	33598744	33599736	+	993	112	174	100	141	138	162
Interval_23298	chr2	34817351	34817551	+	201	2	4	3	3	6	7
Interval_23299	chr2	35125456	35125661	+	206	2	1	2	6	4	3
Interval_23300	chr2	36240412	36240942	+	531	9	65	53	30	46	51
Interval_23301	chr2	36246301	36246737	+	437	10	33	16	14	36	18
Interval_23302	chr2	36357599	36357829	+	231	2	5	4	10	7	13
Interval_23303	chr2	36403741	36404046	+	306	1	9	5	4	7	16
Interval_23304	chr2	36461359	36461647	+	289	2	11	8	1	8	4
Interval_23305	chr2	36597607	36598149	+	543	13	19	12	23	20	19
Interval_23306	chr2	36785142	36785528	+	387	5	13	6	4	7	21
Interval_23307	chr2	36800358	36800716	+	359	2	8	18	10	8	15
Interval_23308	chr2	36966368	36967174	+	807	141	186	113	204	187	161
Interval_23309	chr2	37005040	37005593	+	554	10	24	1	2	5	20
Interval_23310	chr2	37083957	37084734	+	778	89	158	74	121	109	125
Interval_23311	chr2	37149619	37149940	+	322	8	17	7	11	13	9
Interval_23312	chr2	37156821	37157332	+	512	32	58	17	33	42	46
Interval_23313	chr2	37168399	37168619	+	221	4	3	3	9	5	11
Interval_23314	chr2	37196235	37197210	+	976	42	92	43	78	79	105
Interval_23315	chr2	37201823	37202146	+	324	4	14	8	17	15	13
Interval_23316	chr2	37231318	37232219	+	902	127	221	113	141	175	143
Interval_23317	chr2	37243467	37243956	+	490	24	20	1	11	6	5
Interval_23318	chr2	37244050	37244308	+	259	18	15	0	3	2	5
Interval_23319	chr2	37323780	37324239	+	460	14	28	10	14	23	24
Interval_23320	chr2	37324583	37325376	+	794	28	61	32	37	37	50
Interval_23321	chr2	37344568	37345387	+	820	35	124	86	79	99	120
Interval_23322	chr2	37365787	37366025	+	239	4	14	3	4	5	7
Interval_23323	chr2	37376332	37376910	+	579	11	43	33	30	39	44
Interval_23324	chr2	37377159	37377437	+	279	6	16	10	13	12	13
Interval_23325	chr2	37390343	37390810	+	468	18	63	22	23	29	39
Interval_23326	chr2	37456502	37456868	+	367	5	20	6	8	20	15
Interval_23327	chr2	37536049	37536564	+	516	7	31	17	17	22	24
Interval_23328	chr2	37546408	37546707	+	300	4	7	7	4	6	9
Interval_23329	chr2	37586043	37586636	+	594	57	127	44	58	73	83
Interval_23330	chr2	37599597	37600395	+	799	72	222	146	175	192	205
Interval_23331	chr2	37615786	37616315	+	530	14	48	30	31	31	33
Interval_23332	chr2	37624076	37624784	+	709	17	52	41	50	34	68
Interval_23333	chr2	37626101	37626654	+	554	26	92	80	65	88	94
Interval_23334	chr2	37635333	37636204	+	872	89	236	116	186	148	212
Interval_23335	chr2	37648563	37648998	+	436	8	28	29	28	36	35
Interval_23336	chr2	37656631	37656939	+	309	2	18	9	5	15	10
Interval_23337	chr2	37670850	37671644	+	795	26	41	23	50	24	55
Interval_23338	chr2	37671860	37672366	+	507	11	23	10	20	21	26
Interval_23339	chr2	37683886	37684265	+	380	8	25	13	5	21	9
Interval_23340	chr2	37711393	37711805	+	413	2	18	8	8	14	7
Interval_23341	chr2	37832579	37832941	+	363	6	8	7	3	9	13
Interval_23342	chr2	37851822	37852381	+	560	0	58	37	1	26	123
Interval_23343	chr2	37892707	37893056	+	350	10	14	6	3	10	8
Interval_23344	chr2	37924964	37925760	+	797	20	36	14	30	24	37
Interval_23345	chr2	38213967	38214453	+	487	4	8	27	6	21	6
Interval_23346	chr2	38376219	38376593	+	375	15	41	25	28	33	51
Interval_23347	chr2	38377107	38377776	+	670	101	173	148	135	191	185
Interval_23348	chr2	38380350	38380689	+	340	15	55	18	9	31	13
Interval_23349	chr2	38387941	38388364	+	424	23	27	6	9	21	11
Interval_23350	chr2	38388495	38388908	+	414	30	34	13	17	18	25
Interval_23351	chr2	38508335	38508759	+	425	9	6	2	9	10	15
Interval_23352	chr2	38536021	38536387	+	367	6	11	7	14	13	17
Interval_23353	chr2	38542793	38543362	+	570	33	66	33	40	40	42
Interval_23354	chr2	38571133	38571546	+	414	1	9	15	11	10	31
Interval_23355	chr2	38578934	38579233	+	300	12	20	5	7	4	8
Interval_23356	chr2	38581527	38581886	+	360	6	13	5	9	8	18
Interval_23357	chr2	38587749	38588129	+	381	0	4	18	30	3	29
Interval_23358	chr2	38594814	38595104	+	291	1	6	8	6	4	16
Interval_23359	chr2	38602833	38603780	+	948	72	109	103	100	91	137
Interval_23360	chr2	38611455	38611754	+	300	1	3	6	5	2	10
Interval_23361	chr2	38626356	38626847	+	492	11	17	4	6	7	15
Interval_23362	chr2	38643630	38644058	+	429	6	17	11	8	23	8
Interval_23363	chr2	38653395	38654282	+	888	38	63	25	39	30	27
Interval_23364	chr2	38665851	38666099	+	249	8	26	13	14	30	21
Interval_23365	chr2	38666735	38667582	+	848	57	135	119	113	115	153
Interval_23366	chr2	38682024	38682902	+	879	61	91	42	56	42	83
Interval_23367	chr2	38697195	38697972	+	778	75	111	70	139	61	105
Interval_23368	chr2	38709332	38710111	+	780	32	61	19	39	43	34
Interval_23369	chr2	38722200	38722896	+	697	11	28	27	33	18	41
Interval_23370	chr2	38726013	38726321	+	309	10	11	7	8	10	9
Interval_23371	chr2	38740933	38741320	+	388	9	22	12	27	6	21
Interval_23372	chr2	38742815	38743252	+	438	17	31	21	25	15	44
Interval_23373	chr2	38748957	38749281	+	325	25	54	31	42	37	35
Interval_23374	chr2	38750620	38751960	+	1341	135	310	148	236	206	256
Interval_23375	chr2	38763354	38763578	+	225	2	11	1	1	6	5
Interval_23376	chr2	38777945	38778637	+	693	28	46	21	34	41	41
Interval_23377	chr2	38806023	38806387	+	365	7	20	2	5	10	10
Interval_23378	chr2	38875456	38876216	+	761	44	70	33	69	52	94
Interval_23379	chr2	38960266	38960607	+	342	5	8	5	6	15	10
Interval_23380	chr2	39069244	39069463	+	220	1	6	3	2	8	3
Interval_23381	chr2	39100049	39100340	+	292	7	14	6	9	5	5
Interval_23382	chr2	39120868	39121294	+	427	32	66	37	46	59	54
Interval_23383	chr2	39124033	39124754	+	722	79	151	71	118	129	131
Interval_23384	chr2	39128131	39128385	+	255	16	30	7	17	19	26
Interval_23385	chr2	39128943	39129262	+	320	16	47	14	12	17	24
Interval_23386	chr2	39216678	39217356	+	679	43	86	20	44	72	31
Interval_23387	chr2	39228027	39228566	+	540	12	27	13	3	14	15
Interval_23388	chr2	39229883	39230160	+	278	6	16	4	5	11	5
Interval_23389	chr2	39243820	39244122	+	303	3	14	5	5	11	17
Interval_23390	chr2	39244861	39245578	+	718	15	60	25	22	45	48
Interval_23391	chr2	39266172	39266523	+	352	3	3	10	8	10	7
Interval_23392	chr2	39437174	39437429	+	256	8	19	9	7	11	11
Interval_23393	chr2	39437834	39438275	+	442	15	33	15	14	21	22
Interval_23394	chr2	39778865	39779257	+	393	5	5	6	14	13	10
Interval_23395	chr2	41241289	41241519	+	231	5	2	2	0	3	2
Interval_23396	chr2	41840630	41841431	+	802	93	208	112	136	164	149
Interval_23397	chr2	41869747	41870223	+	477	6	14	6	7	10	14
Interval_23398	chr2	41896436	41896910	+	475	4	45	6	5	19	11
Interval_23399	chr2	42089439	42089639	+	201	1	11	4	4	9	12
Interval_23400	chr2	42101881	42102733	+	853	137	219	134	189	160	191
Interval_23401	chr2	42105408	42105678	+	271	15	51	23	30	35	35
Interval_23402	chr2	42105972	42106410	+	439	31	86	59	49	94	71
Interval_23403	chr2	42118002	42118526	+	525	5	17	11	17	20	20
Interval_23404	chr2	42123956	42124588	+	633	62	108	74	79	101	78
Interval_23405	chr2	42132879	42133598	+	720	212	345	202	238	260	246
Interval_23406	chr2	42168894	42170075	+	1182	68	121	58	104	104	106
Interval_23407	chr2	42183864	42184133	+	270	3	12	3	15	5	14
Interval_23408	chr2	42196678	42197073	+	396	17	25	18	9	27	16
Interval_23409	chr2	42238711	42239160	+	450	7	12	5	5	17	21
Interval_23410	chr2	42244475	42244886	+	412	1	17	18	6	9	34
Interval_23411	chr2	42250905	42251368	+	464	1	43	9	15	20	44
Interval_23412	chr2	42252492	42252788	+	297	6	19	8	5	16	10
Interval_23413	chr2	42267598	42267875	+	278	3	11	1	3	10	2
Interval_23414	chr2	42297308	42297763	+	456	21	40	25	26	33	26
Interval_23415	chr2	42321568	42321916	+	349	11	7	3	5	7	1
Interval_23416	chr2	42353851	42354190	+	340	2	28	4	2	12	13
Interval_23417	chr2	42360971	42361900	+	930	158	268	159	183	220	222
Interval_23418	chr2	42494876	42495261	+	386	11	17	6	13	11	14
Interval_23419	chr2	42568161	42568517	+	357	3	9	6	2	9	11
Interval_23420	chr2	42652203	42652416	+	214	0	8	5	0	6	1
Interval_23421	chr2	42663125	42663470	+	346	3	13	1	10	13	12
Interval_23422	chr2	42809984	42811237	+	1254	137	206	105	197	162	182
Interval_23423	chr2	42827619	42827916	+	298	5	11	5	10	9	13
Interval_23424	chr2	42828891	42829237	+	347	7	17	5	10	12	14
Interval_23425	chr2	42935810	42936081	+	272	1	12	11	1	5	11
Interval_23426	chr2	43044272	43044472	+	201	0	0	4	6	1	5
Interval_23427	chr2	43059202	43059935	+	734	42	90	43	45	58	49
Interval_23428	chr2	43131025	43131822	+	798	262	428	453	329	539	296
Interval_23429	chr2	43134040	43134734	+	695	142	265	192	174	267	216
Interval_23430	chr2	43136814	43137377	+	564	119	252	180	157	193	183
Interval_23431	chr2	43139909	43140300	+	392	47	96	65	44	66	57
Interval_23432	chr2	43142975	43143235	+	261	5	34	8	8	11	23
Interval_23433	chr2	43149391	43149860	+	470	7	22	21	14	23	43
Interval_23434	chr2	43158488	43159421	+	934	175	330	232	243	243	243
Interval_23435	chr2	43169154	43169634	+	481	15	22	18	24	31	30
Interval_23436	chr2	43174263	43174832	+	570	80	129	75	82	133	100
Interval_23437	chr2	43175965	43176200	+	236	13	25	6	10	13	13
Interval_23438	chr2	43184359	43184747	+	389	13	39	13	14	33	13
Interval_23439	chr2	43194708	43195487	+	780	188	284	169	207	201	198
Interval_23440	chr2	43218683	43220469	+	1787	383	688	422	451	566	541
Interval_23441	chr2	43221915	43222203	+	289	39	72	54	44	83	58
Interval_23442	chr2	43226443	43227042	+	600	104	154	98	164	141	146
Interval_23443	chr2	43227321	43227905	+	585	44	92	64	60	92	108
Interval_23444	chr2	43229618	43229857	+	240	24	46	24	22	25	23
Interval_23445	chr2	43293783	43294280	+	498	17	28	25	17	40	27
Interval_23446	chr2	43426371	43426885	+	515	31	76	36	40	50	41
Interval_23447	chr2	43508170	43508698	+	529	12	25	70	19	63	30
Interval_23448	chr2	43537116	43537552	+	437	6	37	14	8	26	23
Interval_23449	chr2	43542422	43542739	+	318	3	8	17	2	11	9
Interval_23450	chr2	43548391	43548755	+	365	5	25	8	5	14	8
Interval_23451	chr2	43569992	43570359	+	368	8	27	16	6	5	13
Interval_23452	chr2	43595703	43596575	+	873	56	126	52	84	93	103
Interval_23453	chr2	43604778	43604978	+	201	6	8	1	2	3	3
Interval_23454	chr2	43612421	43612845	+	425	14	29	7	12	15	14
Interval_23455	chr2	43636706	43637507	+	802	30	67	37	39	57	49
Interval_23456	chr2	43773883	43774240	+	358	7	18	7	6	8	18
Interval_23457	chr2	43877829	43878149	+	321	4	8	0	4	11	14
Interval_23458	chr2	43995836	43996550	+	715	74	148	87	96	119	126
Interval_23459	chr2	44044134	44044657	+	524	7	24	14	11	26	21
Interval_23460	chr2	44087173	44087615	+	443	8	29	9	17	19	28
Interval_23461	chr2	44120506	44120811	+	306	10	14	2	15	7	4
Interval_23462	chr2	44167822	44169056	+	1235	373	573	380	403	511	466
Interval_23463	chr2	44169564	44169779	+	216	24	43	16	25	29	33
Interval_23464	chr2	44184028	44184502	+	475	7	26	16	9	33	23
Interval_23465	chr2	44237302	44237619	+	318	3	18	8	4	11	6
Interval_23466	chr2	44244224	44244439	+	216	2	6	5	5	8	4
Interval_23467	chr2	44361252	44362219	+	968	113	207	105	162	171	180
Interval_23468	chr2	44479365	44479780	+	416	12	29	10	7	17	20
Interval_23469	chr2	44955638	44955884	+	247	3	8	2	4	7	10
Interval_23470	chr2	45567837	45568488	+	652	22	73	36	21	56	43
Interval_23471	chr2	45578605	45578815	+	211	4	8	6	3	8	4
Interval_23472	chr2	45610579	45611521	+	943	27	69	33	56	50	52
Interval_23473	chr2	45643570	45643951	+	382	7	17	5	11	17	23
Interval_23474	chr2	45650277	45650728	+	452	20	27	11	18	25	28
Interval_23475	chr2	45650920	45651580	+	661	42	84	47	89	65	83
Interval_23476	chr2	45777402	45777708	+	307	1	8	4	3	6	22
Interval_23477	chr2	45860475	45860675	+	201	5	4	1	1	4	0
Interval_23478	chr2	45889064	45889437	+	374	6	24	2	4	14	11
Interval_23479	chr2	45951354	45951680	+	327	1	12	5	5	15	11
Interval_23480	chr2	46144428	46144823	+	396	5	29	9	7	26	16
Interval_23481	chr2	46177333	46177803	+	471	6	53	42	43	30	62
Interval_23482	chr2	46179023	46179550	+	528	22	118	63	73	98	105
Interval_23483	chr2	46187320	46187564	+	245	1	6	4	2	9	6
Interval_23484	chr2	46229503	46230022	+	520	36	57	24	34	31	30
Interval_23485	chr2	46239124	46239354	+	231	6	20	4	7	11	12
Interval_23486	chr2	46239720	46240220	+	501	27	91	52	48	70	66
Interval_23487	chr2	46296976	46297724	+	749	19	40	13	49	43	31
Interval_23488	chr2	46304705	46304995	+	291	7	9	3	8	13	7
Interval_23489	chr2	46351689	46352262	+	574	17	45	24	17	56	21
Interval_23490	chr2	46357073	46357288	+	216	8	5	1	3	5	1
Interval_23491	chr2	46369866	46370113	+	248	0	9	2	1	6	2
Interval_23492	chr2	46431061	46431357	+	297	3	11	5	4	10	9
Interval_23493	chr2	46439436	46440120	+	685	53	106	54	52	106	63
Interval_23494	chr2	46464512	46464851	+	340	7	12	4	6	11	12
Interval_23495	chr2	46477313	46477784	+	472	9	34	14	14	15	21
Interval_23496	chr2	46499926	46500580	+	655	84	173	83	100	117	141
Interval_23497	chr2	46535358	46535809	+	452	16	33	21	25	36	22
Interval_23498	chr2	46541775	46542810	+	1036	122	197	119	190	173	164
Interval_23499	chr2	46616472	46617461	+	990	116	231	127	136	209	205
Interval_23500	chr2	46634874	46635346	+	473	20	44	36	27	48	31
Interval_23501	chr2	46650541	46650756	+	216	4	5	3	1	6	5
Interval_23502	chr2	46698559	46699309	+	751	79	152	69	118	109	131
Interval_23503	chr2	46915442	46915773	+	332	12	22	7	16	19	36
Interval_23504	chr2	46915850	46916462	+	613	52	77	29	61	62	74
Interval_23505	chr2	46917675	46917948	+	274	13	28	5	5	7	13
Interval_23506	chr2	46941549	46942592	+	1044	55	100	54	78	88	120
Interval_23507	chr2	46943869	46944298	+	430	49	78	45	51	76	48
Interval_23508	chr2	46979607	46980052	+	446	4	21	6	5	61	10
Interval_23509	chr2	46986944	46987376	+	433	7	24	11	11	15	26
Interval_23510	chr2	47023330	47023663	+	334	4	12	4	1	21	10
Interval_23511	chr2	47071420	47071747	+	328	8	15	7	10	15	10
Interval_23512	chr2	47175405	47175740	+	336	29	48	22	37	36	49
Interval_23513	chr2	47175969	47177130	+	1162	161	328	146	208	212	274
Interval_23514	chr2	47272280	47272601	+	322	2	6	2	4	11	11
Interval_23515	chr2	47323092	47323480	+	389	9	12	10	5	14	15
Interval_23516	chr2	47388299	47388535	+	237	1	12	2	1	4	7
Interval_23517	chr2	47402739	47403676	+	938	69	99	53	61	100	86
Interval_23518	chr2	47521165	47521617	+	453	20	42	15	32	21	29
Interval_23519	chr2	47752387	47752653	+	267	6	4	8	6	12	3
Interval_23520	chr2	47767952	47768192	+	241	6	6	6	4	5	11
Interval_23521	chr2	47782728	47784298	+	1571	127	160	78	154	173	177
Interval_23522	chr2	47888568	47889046	+	479	26	54	30	26	46	34
Interval_23523	chr2	47906157	47907218	+	1062	213	342	191	278	256	241
Interval_23524	chr2	48106526	48106884	+	359	10	17	8	11	14	19
Interval_23525	chr2	48111616	48112093	+	478	10	22	7	18	9	21
Interval_23526	chr2	48114328	48114602	+	275	4	24	9	3	7	15
Interval_23527	chr2	48122257	48122457	+	201	1	12	0	0	5	1
Interval_23528	chr2	48144735	48144935	+	201	2	2	3	7	0	6
Interval_23529	chr2	48314034	48314833	+	800	250	360	252	303	321	290
Interval_23530	chr2	48315174	48315790	+	617	65	83	44	73	69	83
Interval_23531	chr2	48343959	48344540	+	582	23	75	83	19	100	37
Interval_23532	chr2	48356892	48357388	+	497	11	30	14	7	24	12
Interval_23533	chr2	48362487	48362877	+	391	3	16	4	1	11	18
Interval_23534	chr2	48420440	48421056	+	617	32	76	26	32	49	56
Interval_23535	chr2	48440272	48441182	+	911	198	347	174	251	264	282
Interval_23536	chr2	48448503	48449092	+	590	16	35	9	12	35	18
Interval_23537	chr2	48530150	48530350	+	201	4	7	1	4	4	6
Interval_23538	chr2	48530468	48530830	+	363	4	4	8	13	4	6
Interval_23539	chr2	48946609	48946833	+	225	5	8	0	0	2	4
Interval_23540	chr2	49229644	49229963	+	320	10	7	6	7	11	8
Interval_23541	chr2	49974113	49974427	+	315	5	12	0	4	6	6
Interval_23542	chr2	50084336	50084578	+	243	3	4	1	5	1	8
Interval_23543	chr2	51251570	51251847	+	278	1	4	4	5	2	10
Interval_23544	chr2	51710215	51710572	+	358	5	3	1	4	3	17
Interval_23545	chr2	51875816	51876016	+	201	4	0	0	3	6	1
Interval_23546	chr2	52017612	52017825	+	214	3	4	3	2	5	4
Interval_23547	chr2	52092967	52093272	+	306	2	8	0	5	5	4
Interval_23548	chr2	52326462	52326677	+	216	6	1	4	4	2	5
Interval_23549	chr2	53767455	53768326	+	872	49	82	42	51	70	84
Interval_23550	chr2	53786466	53787480	+	1015	84	169	79	123	126	160
Interval_23551	chr2	53970287	53971383	+	1097	51	77	32	82	61	98
Interval_23552	chr2	53994630	53995263	+	634	67	169	103	87	129	145
Interval_23553	chr2	54041150	54041564	+	415	4	33	19	14	32	34
Interval_23554	chr2	54048376	54048655	+	280	3	12	3	3	4	7
Interval_23555	chr2	54092914	54093453	+	540	8	22	7	3	9	7
Interval_23556	chr2	54103757	54104136	+	380	9	21	5	4	14	15
Interval_23557	chr2	54115269	54116099	+	831	46	92	72	74	91	85
Interval_23558	chr2	54330565	54331048	+	484	21	46	20	27	31	29
Interval_23559	chr2	54331371	54331571	+	201	1	1	5	5	1	8
Interval_23560	chr2	54421972	54422561	+	590	12	29	10	10	22	17
Interval_23561	chr2	54522714	54523065	+	352	11	26	10	10	26	19
Interval_23562	chr2	54557735	54558997	+	1263	66	126	51	91	82	106
Interval_23563	chr2	54560304	54560724	+	421	16	28	21	27	23	31
Interval_23564	chr2	54571025	54571327	+	303	44	81	25	30	47	32
Interval_23565	chr2	54572294	54572619	+	326	35	68	31	44	59	54
Interval_23566	chr2	54572871	54573299	+	429	52	103	47	61	69	79
Interval_23567	chr2	54574277	54575135	+	859	234	390	166	240	247	247
Interval_23568	chr2	54579959	54580371	+	413	31	2	29	36	48	4
Interval_23569	chr2	54589481	54589941	+	461	15	45	12	17	23	15
Interval_23570	chr2	54723168	54724000	+	833	182	310	177	205	250	237
Interval_23571	chr2	54838540	54838966	+	427	6	11	5	7	6	8
Interval_23572	chr2	54904039	54904429	+	391	10	26	14	10	15	27
Interval_23573	chr2	54942308	54942774	+	467	10	32	35	41	21	46
Interval_23574	chr2	55009867	55010490	+	624	36	70	50	48	53	43
Interval_23575	chr2	55033485	55033805	+	321	6	5	3	1	9	5
Interval_23576	chr2	55050181	55050861	+	681	210	358	258	237	335	295
Interval_23577	chr2	55133716	55134552	+	837	40	60	26	56	46	42
Interval_23578	chr2	55175635	55176004	+	370	8	11	8	1	14	9
Interval_23579	chr2	55223353	55223999	+	647	54	55	40	57	57	43
Interval_23580	chr2	55232037	55233437	+	1401	128	184	97	121	138	167
Interval_23581	chr2	55268920	55269476	+	557	27	49	22	41	39	47
Interval_23582	chr2	55281964	55282628	+	665	41	82	40	64	51	79
